Region,Country,Year,Age,Gender,Literacy rate
Northern Africa and Western Asia,Azerbaijan,2013,65+,total,98.28%
Northern Africa and Western Asia,Azerbaijan,2014,15+,female,99.72%
Northern Africa and Western Asia,Azerbaijan,2014,15+,male,99.86%
Northern Africa and Western Asia,Azerbaijan,2014,15+,total,99.79%
Northern Africa and Western Asia,Azerbaijan,2014,15-24,female,99.94%
Northern Africa and Western Asia,Azerbaijan,2014,15-24,male,99.98%
Northern Africa and Western Asia,Azerbaijan,2014,15-24,total,99.96%
Northern Africa and Western Asia,Azerbaijan,2014,25-64,female,99.85%
Northern Africa and Western Asia,Azerbaijan,2014,25-64,male,99.95%
Northern Africa and Western Asia,Azerbaijan,2014,25-64,total,99.90%
Northern Africa and Western Asia,Azerbaijan,2014,65+,female,98.16%
Northern Africa and Western Asia,Azerbaijan,2014,65+,male,98.54%
Northern Africa and Western Asia,Azerbaijan,2014,65+,total,98.32%
Northern Africa and Western Asia,Azerbaijan,2015,15+,female,99.72%
Northern Africa and Western Asia,Azerbaijan,2015,15+,male,99.86%
Northern Africa and Western Asia,Azerbaijan,2015,15+,total,99.79%
Northern Africa and Western Asia,Azerbaijan,2015,15-24,female,99.92%
Northern Africa and Western Asia,Azerbaijan,2015,15-24,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2015,15-24,total,99.94%
Northern Africa and Western Asia,Azerbaijan,2015,25-64,female,99.85%
Northern Africa and Western Asia,Azerbaijan,2015,25-64,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2015,25-64,total,99.90%
Northern Africa and Western Asia,Azerbaijan,2015,65+,female,98.21%
Northern Africa and Western Asia,Azerbaijan,2015,65+,male,98.56%
Northern Africa and Western Asia,Azerbaijan,2015,65+,total,98.35%
Northern Africa and Western Asia,Azerbaijan,2016,15+,female,99.72%
Northern Africa and Western Asia,Azerbaijan,2016,15+,male,99.86%
Northern Africa and Western Asia,Azerbaijan,2016,15+,total,99.79%
Northern Africa and Western Asia,Azerbaijan,2016,15-24,female,99.92%
Northern Africa and Western Asia,Azerbaijan,2016,15-24,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2016,15-24,total,99.94%
Northern Africa and Western Asia,Azerbaijan,2016,25-64,female,99.85%
Northern Africa and Western Asia,Azerbaijan,2016,25-64,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2016,25-64,total,99.90%
Northern Africa and Western Asia,Azerbaijan,2016,65+,female,98.27%
Northern Africa and Western Asia,Azerbaijan,2016,65+,male,98.62%
Northern Africa and Western Asia,Azerbaijan,2016,65+,total,98.42%
Northern Africa and Western Asia,Azerbaijan,2017,15+,female,99.72%
Northern Africa and Western Asia,Azerbaijan,2017,15+,male,99.86%
Northern Africa and Western Asia,Azerbaijan,2017,15+,total,99.79%
Northern Africa and Western Asia,Azerbaijan,2017,15-24,female,99.91%
Northern Africa and Western Asia,Azerbaijan,2017,15-24,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2017,15-24,total,99.94%
Northern Africa and Western Asia,Azerbaijan,2017,25-64,female,99.86%
Northern Africa and Western Asia,Azerbaijan,2017,25-64,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2017,25-64,total,99.90%
Northern Africa and Western Asia,Azerbaijan,2017,65+,female,98.34%
Northern Africa and Western Asia,Azerbaijan,2017,65+,male,98.69%
Northern Africa and Western Asia,Azerbaijan,2017,65+,total,98.49%
Northern Africa and Western Asia,Bahrain,2010,15+,female,89.01%
Northern Africa and Western Asia,Bahrain,2010,15+,male,92.15%
Northern Africa and Western Asia,Bahrain,2010,15+,total,90.98%
Northern Africa and Western Asia,Bahrain,2010,15-24,female,95.12%
Northern Africa and Western Asia,Bahrain,2010,15-24,male,95.68%
Northern Africa and Western Asia,Bahrain,2010,15-24,total,95.45%
Northern Africa and Western Asia,Bahrain,2010,25-64,female,90.04%
Northern Africa and Western Asia,Bahrain,2010,25-64,male,92.18%
Northern Africa and Western Asia,Bahrain,2010,25-64,total,91.42%
Northern Africa and Western Asia,Bahrain,2010,65+,female,50.51%
Northern Africa and Western Asia,Bahrain,2010,65+,male,62.43%
Northern Africa and Western Asia,Bahrain,2010,65+,total,55.30%
Northern Africa and Western Asia,Bahrain,2016,15+,female,94.28%
Northern Africa and Western Asia,Bahrain,2016,15+,male,98.55%
Northern Africa and Western Asia,Bahrain,2016,15+,total,97.07%
Northern Africa and Western Asia,Bahrain,2016,15-24,female,98.85%
Northern Africa and Western Asia,Bahrain,2016,15-24,male,99.96%
Northern Africa and Western Asia,Bahrain,2016,15-24,total,99.48%
Northern Africa and Western Asia,Bahrain,2016,25-64,female,95.67%
Northern Africa and Western Asia,Bahrain,2016,25-64,male,98.85%
Northern Africa and Western Asia,Bahrain,2016,25-64,total,97.81%
Northern Africa and Western Asia,Bahrain,2016,65+,female,49.42%
Northern Africa and Western Asia,Bahrain,2016,65+,male,81.21%
Northern Africa and Western Asia,Bahrain,2016,65+,total,66.07%
Northern Africa and Western Asia,Bahrain,2017,15+,female,94.71%
Northern Africa and Western Asia,Bahrain,2017,15+,male,98.77%
Northern Africa and Western Asia,Bahrain,2017,15+,total,97.40%
Northern Africa and Western Asia,Bahrain,2017,15-24,female,99.08%
Northern Africa and Western Asia,Bahrain,2017,15-24,male,99.99%
Northern Africa and Western Asia,Bahrain,2017,15-24,total,99.60%
Northern Africa and Western Asia,Bahrain,2017,25-64,female,95.96%
Northern Africa and Western Asia,Bahrain,2017,25-64,male,99.00%
Northern Africa and Western Asia,Bahrain,2017,25-64,total,98.05%
Northern Africa and Western Asia,Bahrain,2017,65+,female,53.59%
Northern Africa and Western Asia,Bahrain,2017,65+,male,84.60%
Northern Africa and Western Asia,Bahrain,2017,65+,total,70.05%
Northern Africa and Western Asia,Bahrain,2018,15+,female,94.95%
Northern Africa and Western Asia,Bahrain,2018,15+,male,98.76%
Northern Africa and Western Asia,Bahrain,2018,15+,total,97.46%
Northern Africa and Western Asia,Bahrain,2018,15-24,female,99.30%
Northern Africa and Western Asia,Bahrain,2018,15-24,male,99.98%
Northern Africa and Western Asia,Bahrain,2018,15-24,total,99.69%
Northern Africa and Western Asia,Bahrain,2018,25-64,female,96.25%
Northern Africa and Western Asia,Bahrain,2018,25-64,male,99.03%
Northern Africa and Western Asia,Bahrain,2018,25-64,total,98.14%
Northern Africa and Western Asia,Bahrain,2018,65+,female,55.69%
Northern Africa and Western Asia,Bahrain,2018,65+,male,85.13%
Northern Africa and Western Asia,Bahrain,2018,65+,total,71.54%
Northern Africa and Western Asia,Cyprus,2011,15+,female,98.12%
Northern Africa and Western Asia,Cyprus,2011,15+,male,99.29%
Northern Africa and Western Asia,Cyprus,2011,15+,total,98.68%
Northern Africa and Western Asia,Cyprus,2011,15-24,female,99.84%
Northern Africa and Western Asia,Cyprus,2011,15-24,male,99.80%
Northern Africa and Western Asia,Cyprus,2011,15-24,total,99.82%
Northern Africa and Western Asia,Cyprus,2011,25-64,female,99.56%
Northern Africa and Western Asia,Cyprus,2011,25-64,male,99.54%
Northern Africa and Western Asia,Cyprus,2011,25-64,total,99.55%
Northern Africa and Western Asia,Cyprus,2011,65+,female,90.55%
Northern Africa and Western Asia,Cyprus,2011,65+,male,97.56%
Northern Africa and Western Asia,Cyprus,2011,65+,total,93.79%
Northern Africa and Western Asia,Egypt,2010,15+,female,63.52%
Northern Africa and Western Asia,Egypt,2010,15+,male,80.27%
Northern Africa and Western Asia,Egypt,2010,15+,total,72.05%
Northern Africa and Western Asia,Egypt,2010,15-24,female,84.31%
Northern Africa and Western Asia,Egypt,2010,15-24,male,90.56%
Northern Africa and Western Asia,Egypt,2010,15-24,total,87.51%
Northern Africa and Western Asia,Egypt,2010,25-64,female,55.77%
Northern Africa and Western Asia,Egypt,2010,25-64,male,77.24%
Northern Africa and Western Asia,Egypt,2010,25-64,total,66.65%
Northern Africa and Western Asia,Egypt,2010,65+,female,25.40%
Northern Africa and Western Asia,Egypt,2010,65+,male,52.31%
Northern Africa and Western Asia,Egypt,2010,65+,total,39.44%
Northern Africa and Western Asia,Egypt,2012,15+,female,65.76%
Northern Africa and Western Asia,Egypt,2012,15+,male,81.68%
Northern Africa and Western Asia,Egypt,2012,15+,total,73.87%
Northern Africa and Western Asia,Egypt,2012,15-24,female,86.05%
Northern Africa and Western Asia,Egypt,2012,15-24,male,92.36%
Northern Africa and Western Asia,Egypt,2012,15-24,total,89.28%
Northern Africa and Western Asia,Egypt,2012,25-64,female,58.20%
Northern Africa and Western Asia,Egypt,2012,25-64,male,79.60%
Northern Africa and Western Asia,Egypt,2012,25-64,total,69.04%
Northern Africa and Western Asia,Egypt,2012,65+,female,28.50%
Northern Africa and Western Asia,Egypt,2012,65+,male,41.13%
Northern Africa and Western Asia,Egypt,2012,65+,total,35.08%
Northern Africa and Western Asia,Egypt,2013,15+,female,67.18%
Northern Africa and Western Asia,Egypt,2013,15+,male,82.63%
Northern Africa and Western Asia,Egypt,2013,15+,total,75.06%
Northern Africa and Western Asia,Egypt,2013,15-24,female,90.33%
Northern Africa and Western Asia,Egypt,2013,15-24,male,93.65%
Northern Africa and Western Asia,Egypt,2013,15-24,total,92.02%
Northern Africa and Western Asia,Egypt,2013,25-64,female,61.09%
Northern Africa and Western Asia,Egypt,2013,25-64,male,80.41%
Northern Africa and Western Asia,Egypt,2013,25-64,total,70.94%
Northern Africa and Western Asia,Egypt,2013,65+,female,28.80%
Northern Africa and Western Asia,Egypt,2013,65+,male,57.19%
Northern Africa and Western Asia,Egypt,2013,65+,total,43.22%
Northern Africa and Western Asia,Egypt,2017,15+,female,65.51%
Northern Africa and Western Asia,Egypt,2017,15+,male,76.50%
Northern Africa and Western Asia,Egypt,2017,15+,total,71.17%
Northern Africa and Western Asia,Egypt,2017,15-24,female,86.81%
Northern Africa and Western Asia,Egypt,2017,15-24,male,89.48%
Northern Africa and Western Asia,Egypt,2017,15-24,total,88.19%
Northern Africa and Western Asia,Egypt,2017,25-64,female,60.48%
Northern Africa and Western Asia,Egypt,2017,25-64,male,74.10%
Northern Africa and Western Asia,Egypt,2017,25-64,total,67.47%
Northern Africa and Western Asia,Egypt,2017,65+,female,21.18%
Northern Africa and Western Asia,Egypt,2017,65+,male,43.21%
Northern Africa and Western Asia,Egypt,2017,65+,total,32.91%
Northern Africa and Western Asia,Georgia,2014,15+,female,99.51%
Northern Africa and Western Asia,Georgia,2014,15+,male,99.67%
Northern Africa and Western Asia,Georgia,2014,15+,total,99.59%
Northern Africa and Western Asia,Georgia,2014,15-24,female,99.73%
Northern Africa and Western Asia,Georgia,2014,15-24,male,99.68%
Northern Africa and Western Asia,Georgia,2014,15-24,total,99.70%
Northern Africa and Western Asia,Georgia,2014,25-64,female,99.68%
Northern Africa and Western Asia,Georgia,2014,25-64,male,99.70%
Northern Africa and Western Asia,Georgia,2014,25-64,total,99.69%
Northern Africa and Western Asia,Georgia,2014,65+,female,98.82%
Northern Africa and Western Asia,Georgia,2014,65+,male,99.49%
Northern Africa and Western Asia,Georgia,2014,65+,total,99.07%
Northern Africa and Western Asia,Georgia,2017,15+,female,99.29%
Northern Africa and Western Asia,Georgia,2017,15+,male,99.44%
Northern Africa and Western Asia,Georgia,2017,15+,total,99.36%
Northern Africa and Western Asia,Georgia,2017,15-24,female,99.49%
Northern Africa and Western Asia,Georgia,2017,15-24,male,99.77%
Northern Africa and Western Asia,Georgia,2017,15-24,total,99.64%
Northern Africa and Western Asia,Georgia,2017,25-64,female,99.57%
Northern Africa and Western Asia,Georgia,2017,25-64,male,99.42%
Northern Africa and Western Asia,Georgia,2017,25-64,total,99.49%
Northern Africa and Western Asia,Georgia,2017,65+,female,98.52%
Northern Africa and Western Asia,Georgia,2017,65+,male,99.25%
Northern Africa and Western Asia,Georgia,2017,65+,total,98.81%
Northern Africa and Western Asia,Iraq,2013,15+,female,37.96%
Northern Africa and Western Asia,Iraq,2013,15+,male,53.01%
Northern Africa and Western Asia,Iraq,2013,15+,total,43.68%
Northern Africa and Western Asia,Iraq,2013,15-24,female,48.64%
Northern Africa and Western Asia,Iraq,2013,15-24,male,57.01%
Northern Africa and Western Asia,Iraq,2013,15-24,total,52.32%
Northern Africa and Western Asia,Iraq,2013,25-64,female,38.23%
Northern Africa and Western Asia,Iraq,2013,25-64,male,55.02%
Northern Africa and Western Asia,Iraq,2013,25-64,total,44.23%
Northern Africa and Western Asia,Iraq,2013,65+,female,14.25%
Northern Africa and Western Asia,Iraq,2013,65+,male,31.05%
Northern Africa and Western Asia,Iraq,2013,65+,total,20.38%
Northern Africa and Western Asia,Iraq,2018,15+,female,44.01%
Northern Africa and Western Asia,Iraq,2018,15+,male,56.24%
Northern Africa and Western Asia,Iraq,2018,15+,total,50.14%
Northern Africa and Western Asia,Iraq,2018,15-24,female,52.71%
Northern Africa and Western Asia,Iraq,2018,15-24,male,59.80%
Northern Africa and Western Asia,Iraq,2018,15-24,total,56.34%
Northern Africa and Western Asia,Iraq,2018,25-64,female,42.23%
Northern Africa and Western Asia,Iraq,2018,25-64,male,55.94%
Northern Africa and Western Asia,Iraq,2018,25-64,total,49.08%
Northern Africa and Western Asia,Iraq,2018,65+,female,16.32%
Northern Africa and Western Asia,Iraq,2018,65+,male,35.73%
Northern Africa and Western Asia,Iraq,2018,65+,total,25.05%
Northern Africa and Western Asia,Jordan,2010,15+,female,89.21%
Northern Africa and Western Asia,Jordan,2010,15+,male,95.77%
Northern Africa and Western Asia,Jordan,2010,15+,total,92.55%
Northern Africa and Western Asia,Jordan,2010,15-24,female,98.77%
Northern Africa and Western Asia,Jordan,2010,15-24,male,98.76%
Northern Africa and Western Asia,Jordan,2010,15-24,total,98.76%
Northern Africa and Western Asia,Jordan,2010,25-64,female,90.08%
Northern Africa and Western Asia,Jordan,2010,25-64,male,96.27%
Northern Africa and Western Asia,Jordan,2010,25-64,total,93.17%
Northern Africa and Western Asia,Jordan,2010,65+,female,29.55%
Northern Africa and Western Asia,Jordan,2010,65+,male,75.22%
Northern Africa and Western Asia,Jordan,2010,65+,total,53.52%
Northern Africa and Western Asia,Jordan,2011,15+,female,93.93%
Northern Africa and Western Asia,Jordan,2011,15+,male,97.75%
Northern Africa and Western Asia,Jordan,2011,15+,total,95.90%
Northern Africa and Western Asia,Jordan,2011,15-24,female,99.25%
Northern Africa and Western Asia,Jordan,2011,15-24,male,99.05%
Northern Africa and Western Asia,Jordan,2011,15-24,total,99.15%
Northern Africa and Western Asia,Jordan,2011,25-64,female,97.81%
Northern Africa and Western Asia,Jordan,2011,25-64,male,98.39%
Northern Africa and Western Asia,Jordan,2011,25-64,total,98.09%
Northern Africa and Western Asia,Jordan,2011,65+,female,33.50%
Northern Africa and Western Asia,Jordan,2011,65+,male,76.00%
Northern Africa and Western Asia,Jordan,2011,65+,total,55.01%
Northern Africa and Western Asia,Jordan,2012,15+,female,97.37%
Northern Africa and Western Asia,Jordan,2012,15+,male,98.44%
Northern Africa and Western Asia,Jordan,2012,15+,total,97.89%
Northern Africa and Western Asia,Jordan,2012,15-24,female,99.20%
Northern Africa and Western Asia,Jordan,2012,15-24,male,99.00%
Northern Africa and Western Asia,Jordan,2012,15-24,total,99.11%
Northern Africa and Western Asia,Jordan,2012,25-64,female,97.81%
Northern Africa and Western Asia,Jordan,2012,25-64,male,98.39%
Northern Africa and Western Asia,Jordan,2012,25-64,total,98.09%
Northern Africa and Western Asia,Jordan,2012,65+,female,80.10%
Northern Africa and Western Asia,Jordan,2012,65+,male,95.50%
Northern Africa and Western Asia,Jordan,2012,65+,total,87.70%
Northern Africa and Western Asia,Jordan,2018,15+,female,97.83%
Northern Africa and Western Asia,Jordan,2018,15+,male,98.61%
Northern Africa and Western Asia,Jordan,2018,15+,total,98.23%
Northern Africa and Western Asia,Jordan,2018,15-24,female,99.49%
Northern Africa and Western Asia,Jordan,2018,15-24,male,99.20%
Northern Africa and Western Asia,Jordan,2018,15-24,total,99.34%
Northern Africa and Western Asia,Jordan,2018,25-64,female,98.26%
Northern Africa and Western Asia,Jordan,2018,25-64,male,98.53%
Northern Africa and Western Asia,Jordan,2018,25-64,total,98.40%
Northern Africa and Western Asia,Jordan,2018,65+,female,85.61%
Northern Africa and Western Asia,Jordan,2018,65+,male,96.46%
